uprotein_id	E13_MS	E145_MS	E16_MS	E175_MS	P0_MS
ENSMUSP00000000001_5607	29.287710755469956	29.231133037575244	29.893916568518282	29.8132916777789	29.934459196326227
ENSMUSP00000000028_729	26.504025983525278	26.000828808994832	23.19358864333587	23.18954705329326	23.42852598617711
ENSMUSP00000000033_1195	24.886642812544768	22.99199900244636	23.17301468708032	23.22956083070328	23.294960180455877
ENSMUSP00000000049_2085	27.29927350525235	27.483823855240676	27.90137611360561	28.258722147796806	29.082484063259802
ENSMUSP00000000090_1237	31.1633548148749	31.3738254734544	31.9124646686817	32.05546498442609	31.982102655101546
ENSMUSP00000000109_1240	23.79070309661922	24.056335643517908	29.076524754312718	30.024532703546058	31.91623897012069
ENSMUSP00000000129_1963	26.635594770517248	26.042234358757508	25.905326893804133	26.154597011267242	26.167805352061475
ENSMUSP00000000137_1766	31.68278075400299	31.625957781568765	31.829168057887223	31.999005930821674	32.270381305689064
ENSMUSP00000000145_4596	26.039422158993208	26.286232882440732	26.62690681983754	27.061990359995736	27.15963579651009
ENSMUSP00000000153_1370	22.98327229584229	24.939207669643118	25.094999899732493	25.08930544295283	25.11406519040209
ENSMUSP00000000175_5211	23.096421651512728	25.453228109075717	23.188956271104317	23.16710659786617	23.315176850352664
ENSMUSP00000000188_1404	27.351030286662596	27.371515544933715	26.35802855563365	26.79224758894854	23.36925038021543
ENSMUSP00000000199_3682	23.075049424418754	23.017459634702867	23.262322400631238	23.21149099639306	24.918690815815662
ENSMUSP00000000206_5555	26.559532878530817	25.897504209589155	23.22485567721483	23.20234775843528	23.315468713778642
ENSMUSP00000000260_5647	25.983477088283323	25.559230528226994	25.662452474691012	25.377603407822132	25.946861299759636
ENSMUSP00000000285_6026	26.09612993927736	26.646839441490464	27.999008433356373	28.291378896264362	28.334545235357588
ENSMUSP00000000287_4703	27.641607342114064	27.162035978860818	26.834800827920365	26.873511857918192	26.44119603455556
ENSMUSP00000000291_868	26.450784574256865	26.38234120939814	26.032756911934754	23.12775683843165	23.340938622610288
ENSMUSP00000000304_2199	28.71376043227728	28.345171192755803	28.53509495857474	28.08676091103233	28.170606037437267
ENSMUSP00000000314_1471	23.06590995308862	23.00583789021696	23.22640693466648	23.21610713369143	25.12463477693303
ENSMUSP00000000317_1403	26.820705005007635	27.45487460814181	28.695271659596067	28.748659565707026	29.84369625910624
ENSMUSP00000000335_1086	28.55784825104436	28.28029801671596	28.747400983331346	28.791257947261442	29.101415088622684
ENSMUSP00000000349_1627	27.54662864147493	27.523254015044248	28.107799135087657	28.239692907072488	27.749177689782048
ENSMUSP00000000365_5547	28.79608275326396	28.845082079135743	28.932292661295794	28.944172518057442	28.81164312041975
ENSMUSP00000000384_709	26.705882935306864	26.58826965903152	27.512095444385402	27.57816343651196	27.70905489195722
ENSMUSP00000000388_4206	25.811885326509145	26.402163991584402	25.965306803768296	26.404825442944976	25.39364378616404
ENSMUSP00000000430_877	23.047105988657343	25.692789856825122	23.15294920080555	25.36972960999937	23.28763705986003
ENSMUSP00000000449_5729	27.1061980134515	27.01138150020364	27.10752229178053	27.221888202285356	27.118900291494715
ENSMUSP00000000451_4937	28.588406880876462	28.23942280647309	28.905632094746515	28.749692357017825	28.778173259837843
ENSMUSP00000000505_2780	32.74011938731036	32.537643512272766	31.599663814897383	31.26669789226349	29.90643995913688
ENSMUSP00000000544_2724	23.092137393234008	22.977502904388654	23.17444371950142	23.8631512605302	23.354945716338435
ENSMUSP00000000579_2121	27.02642287545055	26.634758141462036	25.979315772052413	23.20619762935519	23.345039640574225
ENSMUSP00000000590_1355	33.79206237602308	33.79830766474534	33.44865202177883	33.4276288374751	32.61446879082038
ENSMUSP00000000608_2633	24.999096849549044	25.380665298643883	23.168949690168155	23.123652767857497	25.13101279826705
ENSMUSP00000000619_2737	23.104038656089187	22.979720456337766	23.220449554823915	23.216367957796244	26.646686104239862
ENSMUSP00000000642_537	29.755070653510188	29.36587049400565	28.04529653994202	27.458158741491264	25.355744660703692
ENSMUSP00000000645_5894	30.14131239602564	30.456065141116326	31.213931588748515	31.324280278357875	31.490557298366493
ENSMUSP00000000646_3266	26.073116307883975	26.576799751034322	26.90517695568553	27.246584715479937	27.25316966755922
ENSMUSP00000000727_1758	26.59947240449225	26.563541719056715	26.788008517794516	27.11336998452646	26.941874614874106
ENSMUSP00000000756_1552	33.272069715713606	33.32360047635518	32.54942517432187	32.14315051319934	32.42296466548902
ENSMUSP00000000759_4735	29.51805438028115	29.67886548780318	30.100085258879542	30.08691847845906	30.382629309924756
ENSMUSP00000000767_4496	31.600061398108615	31.483373997866824	30.38760684787765	30.216533168222238	29.018356599180812
ENSMUSP00000000769_1995	26.343482065317744	25.946066573874425	25.831178645845004	25.884390767522493	25.987257582555408
ENSMUSP00000000776_1715	28.894630412463016	28.73587201699766	28.56799216124589	28.355977669029578	27.908405745988677
ENSMUSP00000000793_4597	25.954583574230572	26.026514474186225	25.720701641628533	25.53939351376301	25.68674068589061
ENSMUSP00000000844_5248	30.946662109687995	30.964602460874797	30.501599343482688	30.358502518858767	30.221103905309185
ENSMUSP00000000901_2501	27.38845133395933	27.788205212973555	27.821639194080145	28.089365114531002	28.57748628261319
ENSMUSP00000000904_2247	25.231279570097872	24.791871663412763	23.20414162296409	23.149489137587267	25.618146028780277
ENSMUSP00000000925_6143	29.805227532052207	29.863903245603858	29.775964169480336	29.782060873837448	29.73920058031249
ENSMUSP00000000939_5854	28.3710832542462	28.73954869488793	29.09397547136499	29.160243613105923	29.23206056607346
ENSMUSP00000000940_4239	25.39004438871599	25.15359185829954	24.82128979189839	24.814843886352342	24.476235682897958
ENSMUSP00000000985_3481	26.18278109146197	25.83728006578898	25.637781675351114	23.199992276479858	25.831552078947045
ENSMUSP00000001002_2982	26.83722753179783	26.478828572022145	26.28065005896683	26.347410549417233	25.917956539773797
ENSMUSP00000001042_5216	31.91048959660805	31.837201392835134	32.04010421263495	31.94231052769257	32.06070467213026
ENSMUSP00000001043_5222	27.961299189454714	28.46203264606172	27.60453774836257	27.29684729727666	26.98595503395871
ENSMUSP00000001063_2545	27.381470942386173	27.77669658484772	27.873899690004567	27.98717992004845	28.33274138993743
ENSMUSP00000001079_3426	30.3145283703162	30.24348560033957	30.237514840373294	30.37122116509481	30.375798061766798
ENSMUSP00000001115_1037	26.604203161955343	26.54100342366403	26.97968603091282	26.98229814677056	27.13711093393603
ENSMUSP00000001116_4379	27.481123110216295	26.928622267414024	26.03267259251972	23.146442168186237	25.386059188666476
ENSMUSP00000001127_664	27.220157191376057	27.284331619003556	26.28752688849344	26.61199786247318	26.056223926047295
ENSMUSP00000001147_2120	25.98907772052215	26.020277585995036	25.102120650486082	23.21932206136265	23.345096168526783
ENSMUSP00000001148_1691	27.110505996411344	27.292159926476636	27.038437325432373	27.01325582637214	27.768003423942368
ENSMUSP00000001155_1154	25.94286248019326	25.64910897438751	25.902642069239672	25.825166365804932	26.22203315040688
ENSMUSP00000001166_2195	25.133692032751327	25.39840293329444	25.80112944455985	25.71355824955793	25.53291569732394
ENSMUSP00000001179_1562	27.54569408024821	26.584441334800115	26.99704932526103	26.926167027755916	26.617769289691026
ENSMUSP00000001181_2098	26.521155153648582	26.460896203809032	26.463370794516194	23.14728515608121	23.306763480600356
ENSMUSP00000001186_4155	23.08785919805478	26.840853243711706	26.76521992314503	26.641390049175346	26.71822065892366
ENSMUSP00000001187_336	24.801626180746528	24.603545127846747	25.121615331149975	24.692103797471212	23.37698067205396
ENSMUSP00000001202_2958	27.00111416299945	27.115882952129635	27.238040280088704	27.357841342802452	27.57037466666316
ENSMUSP00000001204_1807	34.84660717093011	35.19839863480842	35.45883488348269	35.486544696742435	35.596591353341495
ENSMUSP00000001226_1660	25.68342982835959	25.529475336890382	25.577143647595012	25.377683640972762	23.407055190952466
ENSMUSP00000001240_5429	25.99355634797852	26.766208286793105	27.634460056199462	27.639089182240326	27.81118210066574
ENSMUSP00000001242_5348	27.97950033252719	28.112543690862374	27.95472384044243	27.803289464438475	28.01005708153301
ENSMUSP00000001258_4449	30.33675990305083	29.367546687592103	28.261459995317193	27.902780660769118	26.121163637141745
ENSMUSP00000001280_4497	24.775141287139014	22.96692532385027	25.748733090181908	26.237937684005455	25.935709226331735
ENSMUSP00000001304_2111	35.41483269151198	35.590267573346424	35.401540906888116	35.34885173967018	35.11591797216894
ENSMUSP00000001319_1622	28.083533542723426	28.110424393398308	28.60273715441019	28.695344494294158	28.42591202337756
ENSMUSP00000001326_1132	25.792378918016325	25.61827734552645	24.7705508887536	23.210772219726493	23.300564976932048
ENSMUSP00000001331_5832	31.397128223065636	31.39952883691526	31.145042404817197	31.145898535513446	30.4934645842651
ENSMUSP00000001339_5247	27.008092835446128	25.882061308698603	25.829075705588313	23.170401677767597	23.326555962892012
ENSMUSP00000001347_5959	23.088339047590228	22.960249335391147	23.18716821778662	22.389173663234583	23.358293739780503
ENSMUSP00000001412_4078	26.948808089437467	27.006420486870294	27.33075143280656	27.600991890890906	27.586142788500595
ENSMUSP00000001416_2687	32.097665552376235	32.12860472883054	32.05636883195707	31.994598572049277	32.255911377255735
ENSMUSP00000001419_4992	28.288219722457324	28.501241078957378	28.79444086135868	28.333717712443725	28.164210365224438
ENSMUSP00000001439_5353	30.240168834688948	29.332000261200314	27.30573377307677	26.994508846639985	25.27409866921648
ENSMUSP00000001451_3145	26.039074996280394	25.443998611011523	25.710816702224694	26.195528193972716	25.37453742626704
ENSMUSP00000001452_1978	34.42651305230396	34.55856807404491	34.3520938517778	34.331245135738456	34.13352973088034
ENSMUSP00000001455_540	23.163648215966166	24.82611223433209	24.401477446307947	23.209945303045444	23.308527999802806
ENSMUSP00000001460_3190	32.854220651169925	32.752641902510796	32.30230237000304	32.09784461038522	32.224028597226294
ENSMUSP00000001479_1925	34.13106907901516	33.93341260817928	33.57206253019962	33.57243447332048	33.1599844802388
ENSMUSP00000001480_2175	33.003870023798804	33.12134935978851	33.47582490775698	33.54214508614152	33.54342990391173
ENSMUSP00000001485_2205	25.450842962970835	25.671550625792733	25.461098638892384	25.346718190254034	25.63178629543739
ENSMUSP00000001513_4747	30.8954861568128	30.9984988984926	29.620305061565258	30.11552151266197	31.661916147943543
ENSMUSP00000001544_4843	27.64547265519185	27.681177302371815	27.182678110693082	27.223031112438612	27.073074539033488
ENSMUSP00000001547_1217	26.11979300898125	25.759331065854184	26.460896293000076	23.166838810415076	23.316612544180522
ENSMUSP00000001559_4606	23.112524032289826	22.923265038478004	23.216726714509104	24.569327408659547	23.40777160041014
ENSMUSP00000001562_1068	23.142597511101954	23.04979893923425	25.514606536714634	23.154097061685057	23.347296662107333
ENSMUSP00000001565_1046	26.095655007590167	25.71392904521875	25.911552078440963	25.78018736133188	26.25545260216918
ENSMUSP00000001566_2062	34.891974878268925	34.97899886572211	35.34806704105233	35.39171166014893	35.6247073495154
ENSMUSP00000001569_880	27.147500053061183	27.398071168095584	27.83583223914433	27.70429276373123	28.097485448006626
ENSMUSP00000001592_2093	26.687589851728227	26.87096968960384	28.315498196356184	28.450377889338387	29.06206172557385
ENSMUSP00000001595_2746	27.68069360360062	27.322559573197424	27.03180327514037	23.160013516596013	23.332922486422678
ENSMUSP00000001620_2748	29.37940240969349	29.381072224197123	28.841878862889853	28.58049663672418	28.362928496122574
ENSMUSP00000001675_3259	23.107050460624194	23.045928146863183	23.84355163484009	23.20427858956732	23.3559929292913
ENSMUSP00000001712_757	25.947290611784776	25.165021152288535	23.23442774704441	23.116148870642153	25.48192510658561
ENSMUSP00000001713_2867	24.03361222713057	22.986335848537834	25.574982886717912	25.87249029239703	26.694776614616124
ENSMUSP00000001724_4218	28.58462272419583	27.758810636074156	27.221151069140756	27.123546901945748	27.36259187642794
ENSMUSP00000001757_5372	30.29077096078807	30.174719384091222	30.275822008707152	30.392614739162514	30.20649809755263
ENSMUSP00000001780_1416	29.662191255139913	29.573035284606732	29.832615073052196	30.062471760285348	29.863017576807852
ENSMUSP00000001806_5581	28.79479432287027	28.78586231373912	28.87370923155002	28.743124737621574	28.81660768689818
ENSMUSP00000001809_1396	34.56677164426065	34.54399549890253	34.30191522029906	34.261898819030115	34.01193761287037
ENSMUSP00000001818_1897	30.6940787669688	30.719801917536007	30.36675506270275	30.29394787557523	29.857141929407884
ENSMUSP00000001825_5376	29.270869671619693	29.046496171104923	28.734373416666035	29.034796841751273	28.506166387562747
ENSMUSP00000001836_4900	29.364781707995196	29.34906036613807	29.052523297678793	28.799533294834923	28.49502850302554
ENSMUSP00000001845_286	28.67332383617861	28.563856543059746	28.770910706183173	28.65827594788222	28.782256937697376
ENSMUSP00000001884_2634	27.83721203372146	27.840176434922526	27.751667052600556	27.743656064062854	27.845191556698726
ENSMUSP00000001920_5694	28.894138246744483	29.26113025786719	28.296387941013442	28.074288216518752	26.347332179678997
ENSMUSP00000001950_5966	28.058678040341974	28.636386977533938	28.917863236973286	28.903761304626695	29.10712274926021
ENSMUSP00000001974_815	27.874454538398147	27.5988726534682	27.650980372205265	27.57629615371977	27.632951050470563
ENSMUSP00000001975_3271	28.29557724972952	28.02383386495428	27.485014196784434	27.35124423403116	27.768875871462118
ENSMUSP00000001989_2091	35.060051938237926	35.29570310890643	35.662103928582	35.75943186158887	35.83685402791102
ENSMUSP00000002029_853	28.592033234433654	28.330880501551537	28.492398746302662	28.50933358770226	28.17594187146836
ENSMUSP00000002043_5292	25.495448236847643	25.75106337156963	26.348518725622803	26.310317581525265	25.955838372317302
ENSMUSP00000002048_4148	27.297692996521324	28.0281763419844	27.469628088585242	27.86049656834171	28.257722166257274
ENSMUSP00000002064_5225	28.27349821898172	28.40330700955958	28.72140903586987	28.86170850055072	29.09484882175645
ENSMUSP00000002080_62	23.06782861845922	22.92722854555442	24.76201915261803	24.931044342875655	23.25683793223913
ENSMUSP00000002087_5958	23.0409994055547	22.98455686912321	26.513394309568092	26.75580092360644	27.757485453330105
ENSMUSP00000002090_2802	27.735833452928183	27.411049793792046	28.16068717190736	28.234739474850503	28.33892383124197
ENSMUSP00000002091_2731	26.762333239286818	26.341551008703863	26.376101768945848	26.29829036866439	26.38489263152295
ENSMUSP00000002095_1661	25.842140870335722	26.09697196082228	23.16209999012219	26.091811505452398	23.32855263562375
ENSMUSP00000002127_6239	27.50546193256251	27.714368458150616	27.287650888661357	27.559847727176244	27.060694232422033
ENSMUSP00000002128_174	24.343984022669115	22.971705368935407	24.168335816169947	24.83315262236539	24.233313578771742
ENSMUSP00000002133_5641	25.33101256729293	25.153231932314085	25.198705830166222	25.54742514853017	25.888623907671754
ENSMUSP00000002171_1091	32.673576366323	32.8080190511483	32.59661523860513	32.57416566804467	32.518595871552115
ENSMUSP00000002172_1345	27.278987742428672	27.25722769622658	28.0261127306261	27.882339723203646	27.24256147803267
ENSMUSP00000002176_6144	31.675543978787044	32.066680270730316	32.69551623197642	32.658017282139994	32.63988427062528
ENSMUSP00000002198_4250	32.46548119844534	32.527874999701886	32.20891425800086	32.163341573547314	31.80064225865168
ENSMUSP00000002275_4228	27.938979555192475	27.562520102426596	27.62084865893473	27.770058444242874	27.305505721645954
ENSMUSP00000002280_5557	26.0332085276658	26.06394664320492	26.152563833840656	26.364988829419936	26.6109879566597
ENSMUSP00000002289_5835	30.975277950067447	30.947602000015003	31.479593232950283	31.562278658744656	31.761930615641866
ENSMUSP00000002291_2975	25.81878335443862	25.560196873372497	25.251174911080714	25.294529319923967	23.37702429019306
ENSMUSP00000002292_3408	26.95702410392533	26.842040148994982	26.66403249137468	26.4722842702557	26.635780853713626
ENSMUSP00000002297_1332	26.520656938336383	26.1450595147985	25.135400160432198	23.188998340130237	23.28348658811695
ENSMUSP00000002303_2799	25.933866326694687	22.98621981742588	25.297630498035232	23.10879778890705	23.33781353796004
ENSMUSP00000002350_3220	26.240536995593285	26.536302935602595	26.57327426658008	26.1939842907377	26.467748904111364
ENSMUSP00000002397_4872	28.498535098239998	28.46237999824285	28.28530866284926	28.19144587863932	28.072006714813455
ENSMUSP00000002400_5527	29.056309249923782	29.120189623428633	29.165177847356766	29.463700207344207	29.220282875793977
ENSMUSP00000002403_4870	30.212873039430793	30.396355880573516	30.271740802787207	30.03346008459242	30.065746543742588
ENSMUSP00000002412_1658	30.1716445643435	30.788993916573855	31.762528822998032	31.846397169303422	32.93052202072869
ENSMUSP00000002445_5152	30.610443574751347	30.71419150387167	30.37912972056307	30.159229446061047	30.045275927220832
ENSMUSP00000002452_781	23.140497645126366	23.012931699925474	26.29781709429842	26.046310336582646	25.85312391766761
ENSMUSP00000002473_2376	26.858886326445706	27.05225276605618	26.745974823780266	26.96428395932043	26.0461408447164
ENSMUSP00000002487_1377	27.57841300418028	26.95866183477286	27.647589617092763	27.54938357790114	27.12564240979121
ENSMUSP00000002518_1876	26.46332433621649	26.434044377671164	26.551365122324484	26.04311150739048	26.639911402193356
ENSMUSP00000002529_4668	31.23787847805621	31.338965103584428	31.1244504957665	31.053259987342066	30.94646534772716
ENSMUSP00000002551_1823	29.60073868386195	29.33471221541088	28.86246499068346	29.084192783914578	29.707677191257595
ENSMUSP00000002588_735	25.79275140095837	25.619311514577074	23.19733984655889	25.971393981702303	23.366407128823912
ENSMUSP00000002599_2332	32.09638870063639	32.23185033756687	31.73347868155424	31.645703110807847	31.261934934066016
ENSMUSP00000002603_3316	29.450012892577913	29.335913516306746	29.38482600878892	29.35615231521062	28.875378176529807
ENSMUSP00000002625_1619	25.6498740134784	26.428478427896106	25.993208452664945	26.81888837575069	26.71177134580917
ENSMUSP00000002655_5032	28.413048784717127	28.6877335338653	29.178029645958443	29.18597859702297	29.171586132569463
ENSMUSP00000002683_5592	23.064186918951545	25.585727150182368	23.16951738551275	23.211259692487065	23.389717853181356
ENSMUSP00000002699_5586	29.601172312444007	29.68317293045645	29.374208478483236	29.25318544305527	28.89506679041725
ENSMUSP00000002733_2229	28.973684847748697	29.154007540431166	28.967606139985634	28.857744825137946	28.507058314351088
ENSMUSP00000002735_1093	28.017098614401107	28.065756476983328	28.05163334351277	27.882231029919264	27.373433311781724
ENSMUSP00000002765_2794	25.651923427197584	25.677105313998073	23.147294477501735	25.43982742678318	23.329339716576445
ENSMUSP00000002790_5720	35.776432847665504	35.58223191192466	35.18554690499198	35.154925872883105	34.8626587815294
ENSMUSP00000002805_1782	26.563724073464765	26.620572550862907	23.11690426850371	26.668929776876706	23.37048538386468
ENSMUSP00000002808_6065	29.99918891231226	30.090794108478672	30.207047422563168	30.240452854449593	30.200594940975183
ENSMUSP00000002817_2587	30.149568396763364	30.576994063766968	31.856365060759188	32.4101481372984	33.277404966679185
ENSMUSP00000002818_5096	30.043524552885764	30.07617921570285	30.705987145695683	30.920818915924013	31.094682808948704
ENSMUSP00000002825_6217	29.56470770082271	28.870949477926125	28.6119738064953	28.504239720181115	28.062765772442933
ENSMUSP00000002837_5198	25.633299257526836	23.003523388702924	23.19637089134596	23.134368823099482	23.306862893901858
ENSMUSP00000002839_4554	31.16404868538648	31.04188531361282	30.605572100096563	30.81940460222387	30.726695788667328
ENSMUSP00000002840_4884	23.14456475461448	22.9996093762658	23.190755493942813	25.24032693888817	23.315168600302535
ENSMUSP00000002845_2858	27.144826428453385	26.948292656559943	26.472518617968664	26.78248249872362	26.770400398684853
ENSMUSP00000002881_5344	23.086738565618163	22.988553005524768	23.22762160047143	23.181762413355163	26.11349169224883
ENSMUSP00000002885_4915	24.9525146195316	26.08928630502689	25.953222300589292	26.24746782633494	25.188436010590593
ENSMUSP00000002889_5805	29.358887098155826	29.44706167278642	29.541351425751582	29.575312748547486	29.927055008268187
ENSMUSP00000002902_5884	28.178776903482905	28.276662205098113	28.17855009788067	27.93764098493666	28.121816700425143
ENSMUSP00000002911_2406	29.892791826266656	29.92285574203132	29.9391799909879	29.900658171866215	29.850883228854812
ENSMUSP00000002914_5905	28.650144483131353	27.914875987257954	27.10459456340632	26.354794438559622	25.93332477744172
ENSMUSP00000002923_1656	31.87273439386877	31.81461251492106	32.0031068070514	32.00815448161359	31.91931338635695
ENSMUSP00000002979_1145	28.800069036475602	28.932654650775667	27.835443562404183	27.41654582440991	27.40943361160874
ENSMUSP00000003027_4003	27.000550233220217	26.92313959916675	26.95325273558429	26.704921497363998	27.098741307288478
ENSMUSP00000003029_968	28.931182414068996	28.923971120551002	28.48721232851117	28.321822712569308	28.175814496103953
ENSMUSP00000003038_1286	32.27808231538949	32.26879268598427	32.516829923026705	32.625131168612704	32.854554707070115
ENSMUSP00000003044_5875	29.00469249071381	29.092880428990934	29.174137929700553	29.194669250907538	28.920491365778133
ENSMUSP00000003049_4415	26.831294807583657	26.89697448863172	25.81640995599568	26.14884610123236	25.661584534667536
ENSMUSP00000003066_1181	29.706062022303133	29.215015104606202	28.44770333805664	28.442521527348436	29.227740439442705
ENSMUSP00000003079_1412	30.189632568885237	30.448953645672304	31.83662205863142	32.2032170524729	32.535655425211985
ENSMUSP00000003115_1519	28.63768825437175	29.003595125456147	29.466483149889353	29.442522150272936	28.946485270957794
ENSMUSP00000003117_1450	30.215888340184083	30.41229770573412	30.413348661048886	30.509762445421146	30.774409793803397
ENSMUSP00000003121_1662	28.991624279921247	28.89399053499358	29.344363726189982	29.476990307678026	29.00402741947612
ENSMUSP00000003123_5128	23.121005152794478	22.97644287249164	23.11073175535451	23.171289941919742	27.184635957766798
ENSMUSP00000003152_6051	26.198436571714772	26.19459573127144	26.374579761001943	26.213651281676277	26.47229043984928
ENSMUSP00000003154_1623	23.08614566251106	23.009267618615247	23.210090689081767	23.191802329332017	26.86267634138768
ENSMUSP00000003156_5412	30.120523356668066	30.349359706221936	30.25021684373035	30.136918305544764	30.345466519831103
ENSMUSP00000003183_2636	29.75343318871477	29.960897346384773	29.816324648784818	29.780509377694024	29.821988301594935
ENSMUSP00000003191_377	28.619269743171397	28.135272690057075	27.909564777778364	28.186874775407425	27.47399228966799
ENSMUSP00000003203_2179	27.52934285119149	27.27998276218555	26.902624621149275	26.96919918878198	27.172065281719547
ENSMUSP00000003207_1648	26.96775800702048	26.343254861891893	27.234012756250586	27.400839982802765	27.56499366214451
ENSMUSP00000003219_5176	27.401980526501042	27.413816946659612	27.195564015057325	27.558117823464144	27.593306238157634
ENSMUSP00000003268_2821	30.88240359809872	30.829571832064083	30.756587319322108	30.66288098282281	30.771794202312833
ENSMUSP00000003284_1967	28.340062415109827	28.412027553851566	28.049301904846814	28.034326016570194	27.351698225617124
ENSMUSP00000003310_5728	32.14290823472686	32.11618337774535	31.789376532121405	31.683224397027434	31.36629558210002
ENSMUSP00000003318_488	25.16185890821298	25.336082124476754	25.614262649149886	25.74559217286969	26.878642569367567
ENSMUSP00000003319_4177	28.8101376080227	28.75582621289187	28.460140454982362	28.552415524507172	28.30967802442585
ENSMUSP00000003320_4066	30.175707169260416	30.097198569925816	30.157322896407806	30.130155179213432	30.171236400107194
ENSMUSP00000003345_3251	29.11679322723165	29.249591305903028	30.482097335439786	30.798146657312707	31.946922142403903
ENSMUSP00000003386_5643	26.54217454983204	25.895139053827037	25.89343475383144	25.874337387813124	25.683574714246646
ENSMUSP00000003404_718	30.58162196740402	30.7818599649245	31.033491826444415	31.0278353800439	31.169320580687423
ENSMUSP00000003438_3729	23.09722519221758	22.997222452309682	23.204028905387617	23.1826152441541	24.68231767690443
ENSMUSP00000003442_356	25.745750105551128	26.25506569866438	26.45599578694757	26.53902693787091	26.61617356277883
ENSMUSP00000003450_334	31.09239744355703	31.044593047209492	30.89553037702362	30.844503786561443	30.530214473109194
ENSMUSP00000003461_2627	30.20464324797608	30.33813991201507	30.298571779765755	30.032579807424604	30.459184683726146
ENSMUSP00000003493_869	31.239597323807537	31.20029131608913	31.16099066666783	30.93484636427018	30.9373580745432
ENSMUSP00000003501_2667	30.832479165945184	31.468741088166276	32.09593968028111	32.12932768381429	32.272555667347056
ENSMUSP00000003502_5280	23.120863561479204	22.913702974055557	23.201633842474397	26.55996106144309	27.553131551057206
ENSMUSP00000003513_5454	29.34830530889754	29.365033292987732	29.033048361509245	28.936274674938176	28.783644965527724
ENSMUSP00000003521_1816	33.360958938502286	33.238113513278414	32.59982441809642	32.25029738671962	32.542759492178796
ENSMUSP00000003529_4200	30.4601890852469	30.406166208460732	30.06002119638499	30.03601554216211	29.6544291920534
ENSMUSP00000003536_5558	26.920172791915892	26.821564527674905	26.82319514584899	26.868644302173443	26.38266924858807
ENSMUSP00000003544_3713	25.217790820519564	26.42147084092078	26.13682736006889	24.976290451149854	23.303772774054973
ENSMUSP00000003550_1690	25.034316933933876	25.56047894532527	23.166070826944388	25.263960168107516	23.246866722747797
ENSMUSP00000003572_5265	32.450847225617075	32.47845325708791	32.44336781132709	32.48597986345047	32.588671214331846
ENSMUSP00000003575_2940	32.42481594065312	32.35974143846297	31.600754221191064	31.378400047339326	30.91806604658505
ENSMUSP00000003612_5481	25.99503878601419	25.87966703515665	25.476955493305503	25.224587140034888	26.025787424796533
