uprotein_id	E13_MS	E145_MS	E16_MS	E175_MS	P0_MS
ENSMUSP00000000001_5607	79.93369633068666	92.25020801743351	89.88751133821278	86.56417738696297	89.3311164060065
ENSMUSP00000000028_729	112.15949652796334	69.34760005796696	0.4682756377307137	0.47029997076289554	0.430893020112347
ENSMUSP00000000033_1195	40.96979077036412	0.44889803270971024	0.4330089314366319	0.5215944216459442	0.39297305637128527
ENSMUSP00000000049_2085	81.53574597277024	87.38223163527739	82.29906845002853	78.59850732206253	89.91120424457404
ENSMUSP00000000090_1237	68.63126847284389	61.09667529877006	61.739753605463655	66.4026670505247	62.159724063209495
ENSMUSP00000000109_1240	18.90451735452944	19.283101205765988	19.410907264985493	19.637871839393622	20.748092001161666
ENSMUSP00000000129_1963	17.370515099051577	22.13070086652657	26.543730394340297	22.66336798242208	17.068488640908377
ENSMUSP00000000137_1766	242.40951911841495	230.1178132506466	231.5034468329944	232.81566097150818	244.9561671817926
ENSMUSP00000000145_4596	69.27970684686771	41.38107057790567	59.341907632542174	64.45871810917505	65.93877753579224
ENSMUSP00000000153_1370	0.4073664847140131	16.001667375972016	26.28633299299539	15.804495099565171	16.23257367862616
ENSMUSP00000000175_5211	0.46833669696715824	13.050561949379166	0.4514939532030947	0.4232990006489201	0.37264535164688445
ENSMUSP00000000188_1404	54.99088003599977	54.28517557524318	52.217114445476625	40.32620985104795	0.4319034148106059
ENSMUSP00000000199_3682	0.43372121821872134	0.510328931930302	0.4964592876716517	0.5116264802533931	14.965165415775703
ENSMUSP00000000206_5555	2.899113049120902	1.9786658866811102	0.45273835158804787	0.46798693358499865	0.38704760632916885
ENSMUSP00000000260_5647	18.6315078105902	18.76307311948365	8.442796309902004	9.72587601674591	9.1821859112016
ENSMUSP00000000285_6026	34.859873743428174	37.83366957401383	38.68927525557542	33.99896404557459	36.262652103473144
ENSMUSP00000000287_4703	90.72811033781308	101.33183812077633	92.59375122076847	95.32133829311516	98.52454185592865
ENSMUSP00000000291_868	23.018391671116383	26.960246824503237	22.875500921942134	0.42581463060603586	0.4296741589780501
ENSMUSP00000000304_2199	48.67096550426351	53.599644587987996	52.751535368464566	48.547687051854865	53.78157121085552
ENSMUSP00000000314_1471	0.42885806277979854	0.4451299944624806	0.4661334821439747	0.47268526110638043	16.63828614320099
ENSMUSP00000000317_1403	35.62119275308737	105.33147299829628	97.0820178797174	98.11261693718593	104.67742492708012
ENSMUSP00000000335_1086	27.235712610855145	26.97669589981568	26.999033061612135	26.15845904903083	28.80590586330389
